Date,Region,Country,Supplier Name,Inventory,Lead Time (days),Transport Status,News Sentiment,Weather Condition,Risk Factor
2024-07-07,Asia,China,"Smith, Green and Santiago",3355,1,In Transit,Drought conditions lead to reduced tomato supply.,Sunny and favorable for farming,Medium
2024-03-13,Africa,Canada,"Weber, Davis and Conway",15222,18,Awaiting Dispatch,Delays in transportation cause supply chain disruptions.,Drought leading to crop failure,High
2024-02-13,Asia,Canada,Ferguson-Wilkerson,55846,5,Awaiting Dispatch,Export restrictions lead to surplus in local markets.,Mild rainfall aiding crop growth,Low
2024-07-03,Oceania,South Africa,"Contreras, Ali and Roth",49556,11,In Transit,Pest infestation reduces tomato output in key regions.,Strong winds causing crop damage,High
2024-05-26,Oceania,Germany,"Baldwin, Clark and Gallagher",20534,14,Awaiting Dispatch,Tomato prices soar due to unexpected frost in the region.,Drought leading to crop failure,Medium
2025-01-19,South America,Brazil,Williamson-Kelley,84500,16,In Transit,Government announces subsidies for tomato farmers.,Heavy rainfall causing waterlogging,Medium
2024-05-16,Europe,Canada,"Rios, Gonzalez and Fischer",4119,27,Delayed,Farmers report higher yields thanks to favorable weather.,Sunny and favorable for farming,High
2024-04-21,Europe,China,Ross Inc,41983,15,In Transit,Labor shortages affect harvesting in rural areas.,Mild rainfall aiding crop growth,Medium
2024-02-11,Oceania,India,Adams-Anderson,60558,23,Awaiting Dispatch,Labor shortages affect harvesting in rural areas.,Sunny and favorable for farming,High
2024-12-14,South America,India,"Cox, Hughes and Young",16329,29,Awaiting Dispatch,Export restrictions lead to surplus in local markets.,Sunny and favorable for farming,High
2024-09-05,Asia,South Africa,Nelson Inc,95047,11,Delayed,Delays in transportation cause supply chain disruptions.,Unexpected frost damaging crops,High
2024-04-30,South America,Germany,Elliott-Mcfarland,94316,21,Awaiting Dispatch,Labor shortages affect harvesting in rural areas.,Mild rainfall aiding crop growth,High
2024-02-21,Asia,Germany,"Tucker, Green and Hawkins",27279,22,Awaiting Dispatch,Labor shortages affect harvesting in rural areas.,Drought leading to crop failure,High
2024-07-20,Africa,Germany,"Solis, Wilson and Matthews",28268,29,Delayed,Improved infrastructure reduces transportation delays.,Unexpected frost damaging crops,High
2024-11-15,Europe,Canada,"Moon, Dunn and Cortez",62808,17,Delayed,Improved infrastructure reduces transportation delays.,Heavy rainfall causing waterlogging,High
2024-01-25,Europe,South Africa,Nash-Harris,72105,9,In Transit,Heavy rainfall damages crops in major producing areas.,Unexpected frost damaging crops,Low
2024-06-03,Europe,Australia,"Lamb, Clark and Martinez",58234,24,Awaiting Dispatch,Pest infestation reduces tomato output in key regions.,Heavy rainfall causing waterlogging,High
2024-03-10,North America,India,Alvarado LLC,73419,27,Awaiting Dispatch,Export restrictions lead to surplus in local markets.,Heavy rainfall causing waterlogging,High
2024-08-08,Oceania,Germany,Brown-Ramirez,72799,16,Delayed,Drought conditions lead to reduced tomato supply.,Mild rainfall aiding crop growth,High
2024-07-12,North America,South Africa,Wong LLC,42313,29,In Transit,Export restrictions lead to surplus in local markets.,Strong winds causing crop damage,High
2024-09-29,Africa,Brazil,Garrison-Harvey,36177,17,In Transit,Labor shortages affect harvesting in rural areas.,Heavy rainfall causing waterlogging,Medium
2024-09-06,North America,China,Hernandez PLC,15515,15,Awaiting Dispatch,Heavy rainfall damages crops in major producing areas.,Unexpected frost damaging crops,Medium
2024-09-25,Asia,India,"Brown, Harris and Williams",68063,24,Awaiting Dispatch,Tomato prices soar due to unexpected frost in the region.,Sunny and favorable for farming,High
2024-03-06,Oceania,Canada,"Michael, Stevens and Jennings",7809,12,Awaiting Dispatch,Export restrictions lead to surplus in local markets.,Strong winds causing crop damage,High
2024-07-15,South America,India,"Peters, Martinez and Dodson",87843,24,Awaiting Dispatch,Heavy rainfall damages crops in major producing areas.,Drought leading to crop failure,High
2024-05-12,Europe,USA,"Bradford, Carlson and Edwards",48756,15,In Transit,Drought conditions lead to reduced tomato supply.,Strong winds causing crop damage,High
2024-02-09,North America,India,"Sweeney, Sullivan and Phillips",49811,11,Awaiting Dispatch,Drought conditions lead to reduced tomato supply.,Mild rainfall aiding crop growth,Medium
2024-07-20,North America,Canada,Lee-Montgomery,29625,29,Awaiting Dispatch,Farmers report higher yields thanks to favorable weather.,Strong winds causing crop damage,High
2024-09-08,Europe,USA,Kemp-Green,9432,5,In Transit,Farmers report higher yields thanks to favorable weather.,Strong winds causing crop damage,High
2024-05-22,Europe,Australia,Jefferson-Smith,97969,17,Awaiting Dispatch,Farmers report higher yields thanks to favorable weather.,Mild rainfall aiding crop growth,Medium
2024-04-13,Africa,USA,Ramos and Sons,60279,3,In Transit,Farmers report higher yields thanks to favorable weather.,Mild rainfall aiding crop growth,Low
2024-06-19,Europe,India,Leblanc-Campos,19750,10,Awaiting Dispatch,Export restrictions lead to surplus in local markets.,Drought leading to crop failure,Medium
2024-03-25,South America,Brazil,"Lindsey, Taylor and Rubio",4770,22,Delayed,Tomato prices soar due to unexpected frost in the region.,Strong winds causing crop damage,High
2024-11-11,Oceania,Germany,"Coleman, Bell and Norris",50052,28,Awaiting Dispatch,Drought conditions lead to reduced tomato supply.,High humidity increasing pest risks,High
2024-09-06,Oceania,Australia,"Thomas, Jones and Bryant",13210,5,Delayed,Pest infestation reduces tomato output in key regions.,High humidity increasing pest risks,High
2024-05-11,Asia,USA,Kim-Raymond,2472,12,In Transit,Drought conditions lead to reduced tomato supply.,High humidity increasing pest risks,Medium
2024-07-01,Europe,Australia,Summers Group,45768,30,Awaiting Dispatch,Drought conditions lead to reduced tomato supply.,Strong winds causing crop damage,High
2024-10-23,North America,USA,"Harper, Phillips and Mccarthy",32184,24,Awaiting Dispatch,Farmers report higher yields thanks to favorable weather.,Heavy rainfall causing waterlogging,High
2024-07-02,Oceania,Canada,"Ochoa, Adams and Davis",2740,13,Delayed,Farmers report higher yields thanks to favorable weather.,Unexpected frost damaging crops,High
2024-09-10,Europe,Canada,Lee-Hernandez,84143,15,Delayed,Pest infestation reduces tomato output in key regions.,Mild rainfall aiding crop growth,High
2024-05-11,Europe,USA,"Bond, Davis and Watson",71343,30,In Transit,Delays in transportation cause supply chain disruptions.,Sunny and favorable for farming,High
2025-01-02,South America,China,Harrison-George,74864,9,Delayed,Labor shortages affect harvesting in rural areas.,Strong winds causing crop damage,High
2024-12-24,Europe,China,Garcia-Potts,99781,20,In Transit,Labor shortages affect harvesting in rural areas.,Strong winds causing crop damage,High
2024-08-20,Oceania,India,"Bond, Lopez and Fisher",76216,30,Delayed,Improved infrastructure reduces transportation delays.,Unexpected frost damaging crops,High
2024-04-02,North America,South Africa,Roberts and Sons,6187,20,Delayed,Improved infrastructure reduces transportation delays.,Sunny and favorable for farming,High
2024-08-05,Africa,USA,"Frye, Wilkins and Ramirez",5879,4,In Transit,Delays in transportation cause supply chain disruptions.,Strong winds causing crop damage,High
2024-02-19,Africa,China,Jones-Sharp,73838,27,Delayed,Labor shortages affect harvesting in rural areas.,High humidity increasing pest risks,High
2024-11-15,Africa,USA,Bradford-Chavez,47990,30,Awaiting Dispatch,Improved infrastructure reduces transportation delays.,Unexpected frost damaging crops,High
2024-01-20,South America,China,Clark Group,90041,20,In Transit,Improved infrastructure reduces transportation delays.,Unexpected frost damaging crops,Medium
2024-03-20,Oceania,China,Dixon-Smith,46777,9,In Transit,Farmers report higher yields thanks to favorable weather.,High humidity increasing pest risks,Low
2024-11-06,Africa,South Africa,"Vasquez, Walters and Miles",45598,17,In Transit,Farmers report higher yields thanks to favorable weather.,Unexpected frost damaging crops,Medium
2024-05-25,South America,South Africa,Acevedo-Gutierrez,33311,7,Awaiting Dispatch,Export restrictions lead to surplus in local markets.,Drought leading to crop failure,Medium
2024-08-17,Africa,Brazil,"Mills, Salinas and Lawrence",38639,7,In Transit,Government announces subsidies for tomato farmers.,Heavy rainfall causing waterlogging,Low
2024-04-18,Asia,China,Craig Inc,91280,15,Awaiting Dispatch,Heavy rainfall damages crops in major producing areas.,Mild rainfall aiding crop growth,Medium
2024-09-06,North America,Brazil,Contreras-Rogers,20772,12,Delayed,Drought conditions lead to reduced tomato supply.,Unexpected frost damaging crops,High
2024-01-26,North America,Canada,Nichols-Bentley,57600,26,Delayed,Government announces subsidies for tomato farmers.,High humidity increasing pest risks,High
2024-07-07,North America,South Africa,Bryant LLC,6872,23,Awaiting Dispatch,Pest infestation reduces tomato output in key regions.,High humidity increasing pest risks,High
2024-02-23,Asia,Canada,Melendez Group,41390,17,Delayed,Heavy rainfall damages crops in major producing areas.,Drought leading to crop failure,High
2024-02-02,South America,India,Sanders Group,69004,4,In Transit,Improved infrastructure reduces transportation delays.,Mild rainfall aiding crop growth,Low
2024-04-17,North America,Canada,Maxwell Inc,22638,13,Delayed,Heavy rainfall damages crops in major producing areas.,Strong winds causing crop damage,High
2024-02-28,Asia,China,Bender-Williams,55175,29,Delayed,Farmers report higher yields thanks to favorable weather.,Mild rainfall aiding crop growth,High
2024-09-19,Oceania,Germany,Pollard-Lopez,82604,8,In Transit,Tomato prices soar due to unexpected frost in the region.,Strong winds causing crop damage,High
2024-12-26,Asia,Canada,"Clarke, Thomas and Johnson",32739,15,In Transit,Heavy rainfall damages crops in major producing areas.,Heavy rainfall causing waterlogging,Medium
2024-10-21,Europe,Germany,"Kelly, Robinson and Murray",24714,26,Delayed,Export restrictions lead to surplus in local markets.,Sunny and favorable for farming,High
2024-02-06,Europe,Brazil,Trevino Group,45104,15,Delayed,Export restrictions lead to surplus in local markets.,High humidity increasing pest risks,High
2024-12-12,Africa,Canada,Gutierrez-Acosta,22933,17,Awaiting Dispatch,Export restrictions lead to surplus in local markets.,Mild rainfall aiding crop growth,Medium
2024-01-31,Asia,Germany,Torres LLC,51812,29,Awaiting Dispatch,Improved infrastructure reduces transportation delays.,Heavy rainfall causing waterlogging,High
2024-05-03,Asia,India,Montoya Group,61597,16,In Transit,Labor shortages affect harvesting in rural areas.,Strong winds causing crop damage,High
2024-09-12,Europe,Australia,"Myers, Morales and Frazier",88989,22,Delayed,Tomato prices soar due to unexpected frost in the region.,High humidity increasing pest risks,High
2024-08-09,North America,India,Davis-Mercer,86578,3,Awaiting Dispatch,Export restrictions lead to surplus in local markets.,Mild rainfall aiding crop growth,Low
2024-04-03,South America,Germany,Johnson PLC,6309,13,In Transit,Drought conditions lead to reduced tomato supply.,Heavy rainfall causing waterlogging,Medium
2024-12-24,Europe,South Africa,Ali Ltd,89624,29,In Transit,Pest infestation reduces tomato output in key regions.,Mild rainfall aiding crop growth,High
2024-12-03,Oceania,India,"Jones, Payne and Burton",94126,25,Delayed,Labor shortages affect harvesting in rural areas.,Heavy rainfall causing waterlogging,High
2024-06-29,Oceania,Brazil,Simon Inc,3958,5,Awaiting Dispatch,Farmers report higher yields thanks to favorable weather.,Drought leading to crop failure,Medium
2024-09-02,Oceania,China,"Duncan, Hamilton and Garcia",23075,19,In Transit,Heavy rainfall damages crops in major producing areas.,High humidity increasing pest risks,Medium
2024-07-03,Africa,South Africa,Estrada Group,94839,24,Delayed,Pest infestation reduces tomato output in key regions.,Strong winds causing crop damage,High
2024-07-31,Africa,India,Rojas Inc,47219,18,Delayed,Drought conditions lead to reduced tomato supply.,High humidity increasing pest risks,High
2024-01-26,Asia,Australia,"Brown, Waters and Thomas",86169,1,Awaiting Dispatch,Heavy rainfall damages crops in major producing areas.,Drought leading to crop failure,Medium
2024-12-23,Oceania,Brazil,"Ortega, Boyle and Edwards",15856,13,Delayed,Tomato prices soar due to unexpected frost in the region.,Drought leading to crop failure,High
2024-08-06,Oceania,USA,Bennett-Jackson,77379,14,Awaiting Dispatch,Delays in transportation cause supply chain disruptions.,High humidity increasing pest risks,High
2024-10-05,Oceania,South Africa,Kim-Reid,7001,13,Delayed,Export restrictions lead to surplus in local markets.,Sunny and favorable for farming,High
2024-04-26,Oceania,Germany,Harris-Horn,74876,29,Delayed,Tomato prices soar due to unexpected frost in the region.,Heavy rainfall causing waterlogging,High
2024-08-16,Oceania,India,Eaton-Mitchell,47149,17,In Transit,Export restrictions lead to surplus in local markets.,Unexpected frost damaging crops,Medium
2024-12-05,North America,China,Dunn-Garcia,34913,2,Delayed,Labor shortages affect harvesting in rural areas.,Mild rainfall aiding crop growth,High
